retweet_id,root_tweet_id,hate,dummy_names
848411540881539072,848327893621116935,0,anonymous_1
848341486760599552,848327893621116935,0,anonymous_2
848345489762168832,848327893621116935,0,anonymous_3
848339709101187072,848327893621116935,0,anonymous_4
848351251460890624,848327893621116935,0,anonymous_5
848366512406761472,848327893621116935,0,anonymous_6
848361739024564224,848327893621116935,0,anonymous_7
848339440363819008,848327893621116935,0,anonymous_8
848329859801731072,848327893621116935,0,anonymous_9
848347764056625152,848327893621116935,0,anonymous_10
848339265243160576,848327893621116935,0,anonymous_11
848412132530155520,848327893621116935,0,anonymous_12
848415451671437312,848327893621116935,0,anonymous_13
848361454243860480,848327893621116935,0,anonymous_14
848339844166242304,848327893621116935,0,anonymous_15
848535141114884096,848327893621116935,0,anonymous_16
848338385131405312,848327893621116935,0,anonymous_17
848427397645045760,848327893621116935,0,anonymous_18
848535286929735680,848327893621116935,0,anonymous_19
848339616922968064,848327893621116935,0,anonymous_20
848349467250221056,848327893621116935,0,anonymous_21
848527461960871936,848327893621116935,0,anonymous_22
848330700075839488,848327893621116935,0,anonymous_23
848353752495120384,848327893621116935,0,anonymous_24
848445419885535232,848327893621116935,0,anonymous_25
848616346334109696,848327893621116935,0,anonymous_26
848329097860141056,848327893621116935,0,anonymous_27
848350956324605952,848327893621116935,0,anonymous_28
848347269694992384,848327893621116935,0,anonymous_29
848339503286804480,848327893621116935,0,anonymous_30
848341544151265280,848327893621116935,0,anonymous_31
848346599369482240,848327893621116935,0,anonymous_32
848483262376882176,848327893621116935,0,anonymous_33
848337691540430848,848327893621116935,0,anonymous_34
848338743257948160,848327893621116935,0,anonymous_35
848410310176251904,848327893621116935,0,anonymous_36
848329048786952192,848327893621116935,0,anonymous_37
848511516001357824,848327893621116935,0,anonymous_38
848355096165580800,848327893621116935,0,anonymous_39
848335092753854464,848327893621116935,0,anonymous_40
848428043538268160,848327893621116935,0,anonymous_41
848541595251212288,848327893621116935,0,anonymous_42
848339505224572928,848327893621116935,0,anonymous_43
848536184569638912,848327893621116935,0,anonymous_44
848380906574303232,848327893621116935,0,anonymous_45
848347450360377344,848327893621116935,0,anonymous_46
848365930640003072,848327893621116935,0,anonymous_47
848526893846581248,848327893621116935,0,anonymous_48
848495269834620928,848327893621116935,0,anonymous_49
848511098588364800,848327893621116935,0,anonymous_50
848511445146910720,848327893621116935,0,anonymous_51
848330872629710848,848327893621116935,0,anonymous_52
848373723073830912,848327893621116935,0,anonymous_53
848341380783120384,848327893621116935,0,anonymous_54
848342434241069056,848327893621116935,0,anonymous_55
848363803653943296,848327893621116935,0,anonymous_56
848332511931502592,848327893621116935,0,anonymous_57
848557067455438848,848327893621116935,0,anonymous_58
848347789209862144,848327893621116935,0,anonymous_59
848339564804546560,848327893621116935,0,anonymous_60
848541099253792768,848327893621116935,0,anonymous_61
848331674668630016,848327893621116935,0,anonymous_62
848348908250165248,848327893621116935,0,anonymous_63
848391609356087296,848327893621116935,0,anonymous_64
848333626748129280,848327893621116935,0,anonymous_65
848400360486051840,848327893621116935,0,anonymous_66
848519460667494400,848327893621116935,0,anonymous_67
848337166950436864,848327893621116935,0,anonymous_68
848361253043138560,848327893621116935,0,anonymous_69
848337647353438208,848327893621116935,0,anonymous_70
848341157302218752,848327893621116935,0,anonymous_71
848338771267407872,848327893621116935,0,anonymous_72
849886895970541568,848327893621116935,0,anonymous_73
849512993209675776,848327893621116935,0,anonymous_74
849078003040739328,848327893621116935,0,anonymous_75
848667553681604608,848327893621116935,0,anonymous_76
848650528980598784,848327893621116935,0,anonymous_77
848623367993401344,848327893621116935,0,anonymous_78
848620812378660864,848327893621116935,0,anonymous_79
848599641071513600,848327893621116935,0,anonymous_80
848553976429727744,848327893621116935,0,anonymous_81
848536203301339136,848327893621116935,0,anonymous_82
848533242353516544,848327893621116935,0,anonymous_83
848532677812793344,848327893621116935,0,anonymous_84
848529316510138368,848327893621116935,0,anonymous_85
848521593122893824,848327893621116935,0,anonymous_86
848508198982217728,848327893621116935,0,anonymous_87
848494942007812096,848327893621116935,0,anonymous_88
848484845563117568,848327893621116935,0,anonymous_89
848477726755500032,848327893621116935,0,anonymous_90
848457713327755264,848327893621116935,0,anonymous_91
848455705858387968,848327893621116935,0,anonymous_92
848443178621456384,848327893621116935,0,anonymous_93
848435520166387712,848327893621116935,0,anonymous_94
848420839087153152,848327893621116935,0,anonymous_95
848418181576237056,848327893621116935,0,anonymous_96
848415580411572224,848327893621116935,0,anonymous_97
848411499290865664,848327893621116935,0,anonymous_98
848401175984521216,848327893621116935,0,anonymous_99
848399212383481856,848327893621116935,0,anonymous_100
848398867888525312,848327893621116935,0,anonymous_101
848397859628109824,848327893621116935,0,anonymous_102
848384615672893440,848327893621116935,0,anonymous_103
848381053739954176,848327893621116935,0,anonymous_104
848373673392312320,848327893621116935,0,anonymous_105
848372933496115200,848327893621116935,0,anonymous_106
848370492197269504,848327893621116935,0,anonymous_107
848369408212844544,848327893621116935,0,anonymous_108
848368241076387840,848327893621116935,0,anonymous_109
848367922057695232,848327893621116935,0,anonymous_110
848364842134102016,848327893621116935,0,anonymous_111
848363576913997824,848327893621116935,0,anonymous_112
848363423603740672,848327893621116935,0,anonymous_113
848362692381360128,848327893621116935,0,anonymous_114
848362545450713088,848327893621116935,0,anonymous_115
848360211337412608,848327893621116935,0,anonymous_116
848360156844916736,848327893621116935,0,anonymous_117
848357851554877440,848327893621116935,0,anonymous_118
848356539538710528,848327893621116935,0,anonymous_119
848356419036364800,848327893621116935,0,anonymous_120
848355791316889600,848327893621116935,0,anonymous_121
848355530074664960,848327893621116935,0,anonymous_122
848353501763821568,848327893621116935,0,anonymous_123
848351545431281664,848327893621116935,0,anonymous_124
848351161920897024,848327893621116935,0,anonymous_125
848347462582620160,848327893621116935,0,anonymous_126
848347127298359296,848327893621116935,0,anonymous_127
848347088790454272,848327893621116935,0,anonymous_128
848346026637496320,848327893621116935,0,anonymous_129
848345965387960320,848327893621116935,0,anonymous_130
848345796802105344,848327893621116935,0,anonymous_131
848345081627258880,848327893621116935,0,anonymous_132
848345069136596992,848327893621116935,0,anonymous_133
848344831751585792,848327893621116935,0,anonymous_134
848344580403732480,848327893621116935,0,anonymous_135
848344050667319296,848327893621116935,0,anonymous_136
848343728318283776,848327893621116935,0,anonymous_137
848343692402454528,848327893621116935,0,anonymous_138
848343595908247552,848327893621116935,0,anonymous_139
848343425787285504,848327893621116935,0,anonymous_140
848342830863044608,848327893621116935,0,anonymous_141
848340775368773632,848327893621116935,0,anonymous_142
848340310891614208,848327893621116935,0,anonymous_143
848340067361800192,848327893621116935,0,anonymous_144
848339987414298624,848327893621116935,0,anonymous_145
848339649349025792,848327893621116935,0,anonymous_146
848339594357735424,848327893621116935,0,anonymous_147
848339574812225536,848327893621116935,0,anonymous_148
848339361208782848,848327893621116935,0,anonymous_149
848339157126713344,848327893621116935,0,anonymous_150
848339132912988160,848327893621116935,0,anonymous_151
848338990461833216,848327893621116935,0,anonymous_152
848338181892317184,848327893621116935,0,anonymous_153
848338178083872768,848327893621116935,0,anonymous_154
848337927163838464,848327893621116935,0,anonymous_155
848337605318127616,848327893621116935,0,anonymous_156
848337363344531456,848327893621116935,0,anonymous_157
848336885894098944,848327893621116935,0,anonymous_158
848334354275291136,848327893621116935,0,anonymous_159
848333408841342976,848327893621116935,0,anonymous_160
848333001138294784,848327893621116935,0,anonymous_161
848330957258190848,848327893621116935,0,anonymous_162
848330618836402176,848327893621116935,0,anonymous_163
848330367677411328,848327893621116935,0,anonymous_164
848330101553057792,848327893621116935,0,anonymous_165
848330097308438528,848327893621116935,0,anonymous_166
848329620336238592,848327893621116935,0,anonymous_167
848329171357061120,848327893621116935,0,anonymous_168
848328820566446080,848327893621116935,0,anonymous_169
848328736000921600,848327893621116935,0,anonymous_170
848328701569794048,848327893621116935,0,anonymous_171
848328128976039936,848327893621116935,0,anonymous_172
849148734894211072,849144776259719168,0,anonymous_173
849159047873937408,849144776259719168,0,anonymous_174
849149461196488704,849144776259719168,0,anonymous_175
849150335604199424,849144776259719168,0,anonymous_176
849151509593862144,849144776259719168,0,anonymous_177
849149595879735296,849144776259719168,0,anonymous_178
849147327705104384,849144776259719168,0,anonymous_179
849146420540067840,849144776259719168,0,anonymous_180
849151436558618624,849144776259719168,0,anonymous_181
849164720531804160,849144776259719168,0,anonymous_182
849163811898630144,849144776259719168,0,anonymous_183
849218062066868224,849144776259719168,0,anonymous_184
849151049327755264,849144776259719168,0,anonymous_185
849152520190439424,849144776259719168,0,anonymous_186
849150716266655744,849144776259719168,0,anonymous_187
849146036429832192,849144776259719168,0,anonymous_188
849179846681006080,849144776259719168,0,anonymous_189
